ID продукта,Название продукта,Категория,Цена,Рейтинг,Количество отзывов,Количество на складе,Скидка,Продажи,Дата добавления,Город
296,Румяна,Косметика,448.61,3.5,78,912,0.03,855,2023-12-22,Des Moines
297,Помада,Косметика,61.79,5.0,2148,7,0.02,1528,2024-03-17,Queens
298,Помада,Косметика,332.93,4.2,2711,16,0.48,276,2023-10-24,Birmingham
299,Тушь для ресниц,Косметика,236.35,5.0,4531,398,0.47,498,2024-05-15,Austin
300,Помада,Косметика,95.31,1.4,2037,351,0.03,137,2024-05-05,Bakersfield
301,Помада,Косметика,50.26,4.9,1246,647,0.38,920,2023-07-19,Mesa
302,Тушь для ресниц,Косметика,337.0,1.0,1827,381,0.13,1640,2023-12-26,McAllen
303,Тональный крем,Косметика,269.85,1.2,369,777,0.4,651,2023-07-01,Palm Bay
304,Румяна,Косметика,65.84,2.9,3983,287,0.31,1249,2024-06-01,Cleveland
305,Тушь для ресниц,Косметика,175.75,4.7,2230,968,0.19,1850,2023-07-14,Raleigh
306,Румяна,Косметика,200.44,1.7,4083,413,0.46,1195,2023-08-29,San Diego
307,Помада,Косметика,444.59,3.6,4066,121,0.41,1654,2024-05-04,Mission Viejo
308,Тональный крем,Косметика,136.63,3.2,2196,396,0.11,1661,2023-08-15,Detroit
309,Румяна,Косметика,283.33,1.7,1759,202,0.16,661,2023-10-21,Providence
310,Тональный крем,Косметика,469.32,1.2,3537,769,0.07,462,2023-09-03,Madison
311,Тушь для ресниц,Косметика,114.62,3.0,4183,43,0.37,1706,2023-12-06,Hartford
312,Тональный крем,Косметика,259.1,2.2,2066,22,0.34,1830,2024-02-25,Tucson
313,Помада,Косметика,439.8,2.7,361,185,0.0,128,2023-06-14,Mesa
314,Тональный крем,Косметика,441.91,2.1,1855,873,0.33,472,2024-06-02,Manhattan
315,Тональный крем,Косметика,369.2,3.5,922,65,0.18,1036,2024-03-18,San Francisco
316,Тушь для ресниц,Косметика,382.89,1.1,2256,973,0.1,1441,2024-05-23,Phoenix
317,Помада,Косметика,380.57,4.4,3895,210,0.5,131,2024-02-22,Hartford
318,Тональный крем,Косметика,325.25,4.1,1013,226,0.07,1765,2023-08-07,Mesa
319,Румяна,Косметика,97.4,1.1,4283,56,0.19,272,2024-02-14,Salt Lake City
320,Помада,Косметика,245.68,3.6,4431,697,0.28,899,2023-10-02,Hartford
321,Джинсовая куртка,Пальто и куртки,341.47,4.2,3259,59,0.16,1342,2023-11-14,Palm Bay
322,Дождевик,Пальто и куртки,350.75,4.0,2974,867,0.26,431,2023-12-22,Chicago
323,Джинсовая куртка,Пальто и куртки,69.96,3.9,2528,145,0.19,1136,2023-10-05,Provo
324,Джинсовая куртка,Пальто и куртки,370.47,5.0,1019,117,0.32,400,2023-11-27,McAllen
325,Джинсовая куртка,Пальто и куртки,253.12,1.7,398,709,0.5,123,2024-03-29,Concord
326,Кожаная куртка,Пальто и куртки,290.22,3.4,499,572,0.49,1794,2024-02-26,San Juan
327,Зимнее пальто,Пальто и куртки,297.05,3.3,2757,848,0.46,562,2023-10-11,Hartford
328,Кожаная куртка,Пальто и куртки,137.06,2.7,4676,348,0.23,48,2024-03-30,Cape Coral
329,Джинсовая куртка,Пальто и куртки,246.65,1.5,3331,637,0.36,1009,2024-02-04,Indianapolis
330,Джинсовая куртка,Пальто и куртки,367.46,4.1,685,827,0.07,1592,2024-05-12,Boise
331,Джинсовая куртка,Пальто и куртки,331.91,4.8,1431,875,0.02,1365,2023-11-05,Des Moines
332,Кожаная куртка,Пальто и куртки,131.02,4.6,631,905,0.14,1205,2024-02-27,Concord
333,Зимнее пальто,Пальто и куртки,390.59,1.3,1719,618,0.03,249,2023-06-15,Rochester
334,Зимнее пальто,Пальто и куртки,179.5,2.3,3141,638,0.12,671,2023-10-08,Charlotte
335,Кожаная куртка,Пальто и куртки,482.06,3.2,1449,665,0.21,895,2024-01-22,Des Moines
336,Зимнее пальто,Пальто и куртки,252.3,4.9,3652,130,0.36,1956,2023-08-12,Akron
337,Кожаная куртка,Пальто и куртки,161.26,4.8,1931,444,0.06,1201,2024-02-16,Harrisburg
338,Джинсовая куртка,Пальто и куртки,214.82,1.4,597,288,0.26,1596,2024-04-12,Boise
339,Дождевик,Пальто и куртки,207.95,3.2,3669,176,0.27,965,2023-11-27,Chicago
340,Дождевик,Пальто и куртки,247.5,1.7,1537,21,0.42,1089,2023-07-18,Kansas City
341,Дождевик,Пальто и куртки,432.37,2.8,3750,85,0.15,1959,2023-08-23,Spokane
342,Джинсовая куртка,Пальто и куртки,184.43,4.9,2290,830,0.25,31,2023-09-09,Bridgeport
343,Джинсовая куртка,Пальто и куртки,276.98,4.0,4979,213,0.01,743,2023-11-12,Springfield
344,Кожаная куртка,Пальто и куртки,441.0,4.5,3048,679,0.49,1049,2024-04-07,Atlanta
345,Зимнее пальто,Пальто и куртки,56.13,2.4,1067,96,0.2,226,2023-09-24,Virginia Beach
346,Кожаная куртка,Пальто и куртки,331.82,4.3,4402,778,0.1,1609,2024-06-04,Rochester
347,Джинсовая куртка,Пальто и куртки,184.77,4.0,484,596,0.16,904,2024-04-26,Oakland
348,Кожаная куртка,Пальто и куртки,458.39,3.1,4563,453,0.4,774,2023-07-12,New York
349,Кожаная куртка,Пальто и куртки,187.92,4.6,1898,39,0.25,219,2024-02-04,Kansas City
350,Кожаная куртка,Пальто и куртки,100.27,4.6,687,618,0.16,989,2023-10-10,Pittsburgh
351,Кожаная куртка,Пальто и куртки,442.38,4.2,3958,15,0.49,1132,2024-05-22,Las Vegas
352,Дождевик,Пальто и куртки,320.99,1.7,1125,505,0.21,246,2024-02-05,Akron
353,Кожаная куртка,Пальто и куртки,346.56,1.4,2243,792,0.41,1689,2024-01-31,Little Rock
354,Кожаная куртка,Пальто и куртки,101.83,4.4,1395,485,0.27,210,2024-04-13,Spokane
355,Джинсовая куртка,Пальто и куртки,494.15,4.6,1899,456,0.18,1249,2024-02-02,Tampa
356,Джинсовая куртка,Пальто и куртки,174.25,1.7,3348,155,0.41,189,2024-01-01,Dallas
357,Джинсовая куртка,Пальто и куртки,453.63,4.0,4433,313,0.31,278,2023-12-19,Concord
358,Джинсовая куртка,Пальто и куртки,182.66,4.4,1674,861,0.49,930,2023-08-28,Austin
359,Джинсовая куртка,Пальто и куртки,372.25,1.4,4578,935,0.0,1070,2023-11-24,Bakersfield
360,Джинсовая куртка,Пальто и куртки,121.32,4.3,854,639,0.32,515,2023-08-14,Philadelphia
361,Шоссейный велосипед,Велосипеды,186.59,1.3,1336,628,0.2,1677,2024-05-04,Columbia
362,Горный велосипед,Велосипеды,396.34,3.7,2257,114,0.45,1274,2023-11-06,Omaha
363,Гибридный велосипед,Велосипеды,92.85,2.6,2597,141,0.43,839,2023-12-05,New Orleans
364,Гибридный велосипед,Велосипеды,212.25,4.2,595,880,0.02,855,2023-09-16,Detroit
365,Шоссейный велосипед,Велосипеды,483.46,1.5,4088,82,0.49,898,2023-09-11,Harrisburg
366,Горный велосипед,Велосипеды,421.34,4.9,3789,62,0.28,1659,2024-02-12,El Paso
367,Электровелосипед,Велосипеды,321.19,2.8,1143,933,0.06,675,2023-08-31,Sacramento
368,Горный велосипед,Велосипеды,16.08,2.9,4916,738,0.11,333,2023-11-03,Charlotte
369,Горный велосипед,Велосипеды,33.59,4.6,4008,631,0.09,694,2024-05-27,Allentown
370,Горный велосипед,Велосипеды,420.69,2.1,2315,34,0.13,493,2024-04-23,Bonita Springs
371,Горный велосипед,Велосипеды,265.51,1.3,1299,868,0.3,1952,2023-11-24,Oklahoma City
372,Горный велосипед,Велосипеды,26.0,4.5,4577,727,0.48,1031,2023-08-16,Palm Bay
373,Гибридный велосипед,Велосипеды,220.91,2.3,3659,173,0.39,1896,2024-01-17,Oakland
374,Шоссейный велосипед,Велосипеды,90.76,1.7,1573,787,0.39,178,2024-02-01,Riverside
375,Гибридный велосипед,Велосипеды,261.06,1.4,578,853,0.13,1185,2023-07-01,Colorado Springs
376,Гибридный велосипед,Велосипеды,492.08,2.1,4005,261,0.45,1745,2024-04-12,Rochester
377,Электровелосипед,Велосипеды,306.0,4.6,3451,361,0.49,92,2024-02-24,San Francisco
378,Горный велосипед,Велосипеды,315.03,2.9,1455,748,0.24,1712,2024-01-23,Richmond
379,Горный велосипед,Велосипеды,12.7,1.0,1213,135,0.02,891,2023-06-25,Albuquerque
380,Шоссейный велосипед,Велосипеды,236.8,2.8,703,317,0.2,1845,2023-10-23,Harrisburg
381,Горный велосипед,Велосипеды,410.17,2.1,855,788,0.17,1958,2023-12-12,San Francisco
382,Горный велосипед,Велосипеды,24.54,3.7,1517,658,0.23,126,2024-04-27,Miami
383,Горный велосипед,Велосипеды,203.34,2.7,3403,583,0.45,1132,2023-09-18,New Haven
384,Горный велосипед,Велосипеды,161.59,4.3,987,249,0.36,1176,2023-07-01,Baltimore
385,Шоссейный велосипед,Велосипеды,35.06,2.0,726,688,0.3,849,2024-01-18,Richmond
386,Шоссейный велосипед,Велосипеды,335.99,4.2,419,593,0.05,1774,2024-03-20,Reno
387,Горный велосипед,Велосипеды,44.79,1.3,2702,40,0.47,958,2023-09-01,Colorado Springs
388,Горный велосипед,Велосипеды,326.76,4.6,1996,265,0.25,562,2024-02-15,Palm Bay
389,Горный велосипед,Велосипеды,310.16,4.5,3155,453,0.06,1537,2024-03-11,Oklahoma City
390,Шоссейный велосипед,Велосипеды,416.22,5.0,4008,267,0.15,1856,2023-08-06,Austin
391,Горный велосипед,Велосипеды,205.69,4.6,4669,48,0.11,920,2023-09-07,New Orleans
392,Электровелосипед,Велосипеды,329.62,4.4,1130,657,0.2,1452,2024-03-31,New Orleans
393,Горный велосипед,Велосипеды,432.25,3.4,3435,865,0.19,194,2024-01-08,Jacksonville
394,Электровелосипед,Велосипеды,459.15,2.7,359,74,0.29,1848,2024-02-15,Richmond
395,Электровелосипед,Велосипеды,202.56,3.1,3361,439,0.08,6,2023-11-29,Las Vegas
396,Горный велосипед,Велосипеды,446.15,2.4,3219,786,0.01,1467,2024-02-07,Brooklyn
397,Гибридный велосипед,Велосипеды,162.5,3.7,929,687,0.11,1227,2023-07-27,Boise
398,Гибридный велосипед,Велосипеды,347.25,1.6,1399,343,0.25,74,2024-04-28,Birmingham
399,Электровелосипед,Велосипеды,58.66,1.8,4458,447,0.21,1586,2023-08-11,Memphis
400,Шоссейный велосипед,Велосипеды,380.54,2.8,4637,937,0.45,124,2024-05-06,Cincinnati
401,Альбом для рисования,Материалы для искусства и рукоделия,193.65,2.9,785,200,0.49,76,2024-04-14,El Paso
402,Кисти,Материалы для искусства и рукоделия,84.28,1.1,3807,277,0.27,1188,2023-08-12,Baton Rouge
403,Набор красок,Материалы для искусства и рукоделия,275.44,4.0,2390,946,0.18,1377,2024-02-24,Baltimore
404,Кисти,Материалы для искусства и рукоделия,96.81,3.0,382,532,0.48,358,2023-07-24,Portland
405,Кисти,Материалы для искусства и рукоделия,90.97,3.3,1134,865,0.24,434,2023-09-13,Detroit
406,Кисти,Материалы для искусства и рукоделия,441.35,3.5,3735,761,0.23,998,2023-07-07,Las Vegas
407,Холст,Материалы для искусства и рукоделия,29.34,2.9,2211,885,0.11,63,2024-03-13,Knoxville
408,Набор красок,Материалы для искусства и рукоделия,303.57,2.4,3630,139,0.02,1781,2024-06-07,Oklahoma City
409,Набор красок,Материалы для искусства и рукоделия,343.57,2.9,882,146,0.26,619,2023-10-20,Miami
410,Холст,Материалы для искусства и рукоделия,433.14,3.4,1610,416,0.28,406,2023-11-22,Denver
411,Холст,Материалы для искусства и рукоделия,251.24,3.3,3802,81,0.22,1710,2023-10-17,Queens
412,Холст,Материалы для искусства и рукоделия,405.23,2.9,2558,328,0.03,940,2023-07-11,New Haven
413,Набор красок,Материалы для искусства и рукоделия,425.01,4.6,2490,836,0.26,1517,2023-12-06,Houston
414,Кисти,Материалы для искусства и рукоделия,369.67,4.1,4117,348,0.02,1858,2024-04-19,Virginia Beach
415,Альбом для рисования,Материалы для искусства и рукоделия,75.87,2.2,1999,203,0.4,1687,2024-05-08,Chicago
416,Холст,Материалы для искусства и рукоделия,269.0,4.2,3234,18,0.1,793,2024-02-20,Staten Island
417,Холст,Материалы для искусства и рукоделия,154.36,1.1,1088,291,0.42,0,2024-05-06,San Diego
418,Набор красок,Материалы для искусства и рукоделия,379.18,4.1,200,126,0.44,546,2023-12-01,Long Beach
419,Кисти,Материалы для искусства и рукоделия,53.42,3.0,413,990,0.03,1378,2024-04-01,Oakland
420,Кисти,Материалы для искусства и рукоделия,319.72,3.3,2015,289,0.0,82,2024-02-10,Toledo
421,Альбом для рисования,Материалы для искусства и рукоделия,156.79,1.3,2422,161,0.4,1679,2023-06-20,Charlotte
422,Холст,Материалы для искусства и рукоделия,81.15,3.8,2158,926,0.12,294,2023-11-10,Albuquerque
423,Альбом для рисования,Материалы для искусства и рукоделия,84.64,2.1,3701,732,0.29,1830,2023-07-27,Kansas City
424,Набор красок,Материалы для искусства и рукоделия,323.83,4.9,1556,402,0.18,1336,2023-09-05,Cincinnati
425,Альбом для рисования,Материалы для искусства и рукоделия,102.04,3.9,1589,563,0.32,1905,2024-05-29,Bonita Springs
426,Альбом для рисования,Материалы для искусства и рукоделия,359.84,4.3,2307,204,0.46,775,2024-05-31,San Jose
427,Кисти,Материалы для искусства и рукоделия,87.73,4.5,4449,638,0.03,1739,2024-04-24,Cincinnati
428,Кисти,Материалы для искусства и рукоделия,60.35,1.8,1884,153,0.36,1749,2023-08-23,Phoenix
429,Набор красок,Материалы для искусства и рукоделия,40.72,4.4,2437,324,0.47,1855,2024-01-07,Grand Rapids
430,Холст,Материалы для искусства и рукоделия,59.93,2.4,4232,922,0.43,1475,2024-03-04,Washington
431,Альбом для рисования,Материалы для искусства и рукоделия,447.02,2.7,2224,197,0.19,1995,2023-12-16,San Juan
432,Набор красок,Материалы для искусства и рукоделия,66.85,1.2,1948,928,0.47,1752,2024-02-13,Baton Rouge
433,Кисти,Материалы для искусства и рукоделия,12.14,1.7,3988,234,0.33,928,2024-05-19,Harrisburg
434,Холст,Материалы для искусства и рукоделия,73.5,3.7,4888,605,0.13,1875,2023-11-14,Charlotte
435,Холст,Материалы для искусства и рукоделия,499.74,1.4,2587,552,0.24,1519,2024-01-18,San Jose
436,Холст,Материалы для искусства и рукоделия,190.67,2.5,891,454,0.38,209,2023-10-27,Grand Rapids
437,Набор красок,Материалы для искусства и рукоделия,213.74,3.9,4744,328,0.43,1845,2024-03-04,Raleigh
438,Набор красок,Материалы для искусства и рукоделия,379.47,1.1,3976,727,0.47,1827,2023-09-12,Virginia Beach
439,Кисти,Материалы для искусства и рукоделия,164.66,3.6,3220,539,0.36,1461,2024-04-08,Boise
440,Холст,Материалы для искусства и рукоделия,51.82,1.2,1548,312,0.41,53,2024-01-26,Portland
441,Кофейная кружка,Посуда для напитков,141.12,4.3,4653,524,0.19,1815,2023-09-28,Staten Island
442,Бутылка для воды,Посуда для напитков,357.6,4.8,674,920,0.37,613,2024-05-26,Bakersfield
443,Чайная чашка,Посуда для напитков,301.61,1.0,4266,408,0.48,1211,2023-07-02,Detroit
444,Бутылка для воды,Посуда для напитков,383.53,2.8,2831,686,0.11,1627,2023-12-09,Mission Viejo
445,Чайная чашка,Посуда для напитков,71.52,1.1,2222,733,0.18,1444,2024-01-30,Allentown
446,Бокал для вина,Посуда для напитков,18.6,2.2,32,54,0.26,755,2023-08-04,Columbus
447,Бутылка для воды,Посуда для напитков,289.62,3.3,4579,972,0.49,622,2023-08-10,Fresno
448,Кофейная кружка,Посуда для напитков,278.01,4.3,3030,728,0.15,1068,2023-11-11,Des Moines
449,Бокал для вина,Посуда для напитков,158.43,1.3,488,156,0.12,411,2023-11-20,Los Angeles
450,Бокал для вина,Посуда для напитков,39.26,3.7,515,601,0.5,630,2024-01-31,Kansas City
451,Чайная чашка,Посуда для напитков,495.75,3.2,3871,539,0.39,1552,2024-04-14,Concord
452,Бутылка для воды,Посуда для напитков,105.96,1.6,25,24,0.39,1324,2023-07-09,Worcester
453,Бокал для вина,Посуда для напитков,491.01,3.1,3483,970,0.13,1072,2023-12-20,Concord
454,Чайная чашка,Посуда для напитков,175.3,3.9,1592,558,0.03,685,2023-10-14,Orlando
455,Бутылка для воды,Посуда для напитков,82.18,1.0,2295,565,0.21,421,2023-10-30,Palm Bay
456,Бокал для вина,Посуда для напитков,183.59,4.8,2500,389,0.14,597,2023-11-15,Springfield
457,Бутылка для воды,Посуда для напитков,277.82,2.7,1757,2,0.08,1116,2024-06-04,Boise
458,Чайная чашка,Посуда для напитков,449.86,3.7,3823,330,0.4,1546,2023-06-27,Phoenix
459,Чайная чашка,Посуда для напитков,332.97,1.4,4675,866,0.25,695,2023-07-28,Dayton
460,Бокал для вина,Посуда для напитков,490.76,3.3,356,600,0.46,310,2023-06-20,Minneapolis
461,Бутылка для воды,Посуда для напитков,16.38,1.1,619,882,0.37,124,2023-06-24,Cleveland
462,Кофейная кружка,Посуда для напитков,480.47,3.1,929,246,0.2,361,2024-06-04,Des Moines
463,Бутылка для воды,Посуда для напитков,361.98,2.0,4282,595,0.28,1877,2024-03-11,Bonita Springs
464,Бутылка для воды,Посуда для напитков,305.5,4.3,3619,612,0.19,1179,2023-10-01,Seattle
465,Бокал для вина,Посуда для напитков,32.57,4.2,4967,321,0.26,943,2024-03-13,Sacramento
466,Бутылка для воды,Посуда для напитков,220.06,1.1,3947,652,0.0,739,2023-09-21,Bridgeport
467,Бутылка для воды,Посуда для напитков,204.94,4.7,2176,671,0.26,326,2023-10-15,Wichita
468,Бокал для вина,Посуда для напитков,202.3,4.0,3696,358,0.29,717,2024-05-26,Akron
469,Бутылка для воды,Посуда для напитков,496.3,2.5,692,90,0.21,960,2024-02-19,San Juan
470,Кофейная кружка,Посуда для напитков,103.88,4.7,3699,854,0.25,1738,2024-05-02,Los Angeles
471,Кофейная кружка,Посуда для напитков,122.06,4.8,2401,748,0.11,1603,2023-11-28,Provo
472,Чайная чашка,Посуда для напитков,223.94,3.3,2635,281,0.42,1132,2023-12-07,Fresno
473,Бокал для вина,Посуда для напитков,448.11,4.8,4647,644,0.21,131,2023-09-07,Grand Rapids
474,Бутылка для воды,Посуда для напитков,445.55,3.2,3180,220,0.13,1391,2024-01-17,San Jose
475,Чайная чашка,Посуда для напитков,428.96,1.8,3576,474,0.03,270,2023-11-30,Houston
476,Бокал для вина,Посуда для напитков,407.33,4.3,3607,535,0.33,1858,2023-08-27,New York
477,Кофейная кружка,Посуда для напитков,237.01,1.2,278,876,0.02,253,2023-12-14,Las Vegas
478,Бутылка для воды,Посуда для напитков,270.69,3.4,699,565,0.18,1848,2024-01-26,Pittsburgh
479,Чайная чашка,Посуда для напитков,120.8,2.2,3388,211,0.12,1714,2023-07-06,Indianapolis
480,Бокал для вина,Посуда для напитков,103.65,2.2,4082,510,0.32,1192,2023-07-05,Albuquerque
481,Туалетная вода,Парфюмерия,158.44,2.3,1135,410,0.14,1208,2024-04-26,Buffalo
482,Туалетная вода,Парфюмерия,208.82,1.9,4308,309,0.3,752,2023-09-14,San Diego
483,Спрей для тела,Парфюмерия,213.09,4.0,4538,161,0.39,520,2024-01-25,Las Vegas
484,Парфюмерное масло,Парфюмерия,30.79,2.1,3907,559,0.15,152,2024-02-10,Washington
485,Парфюмерная вода,Парфюмерия,284.44,4.1,1752,562,0.18,488,2024-03-16,Minneapolis
486,Туалетная вода,Парфюмерия,351.63,3.9,1914,197,0.46,406,2023-12-28,Las Vegas
487,Парфюмерная вода,Парфюмерия,432.23,2.1,4858,680,0.1,1164,2024-04-03,Toledo
488,Туалетная вода,Парфюмерия,335.92,1.6,3408,574,0.38,1903,2023-12-20,Cleveland
489,Парфюмерная вода,Парфюмерия,474.07,3.0,1497,782,0.25,863,2024-02-05,Birmingham
490,Парфюмерное масло,Парфюмерия,198.33,1.1,1907,418,0.01,825,2023-08-28,Baltimore
491,Туалетная вода,Парфюмерия,423.21,1.4,3386,924,0.41,888,2023-12-27,Birmingham
492,Спрей для тела,Парфюмерия,220.5,2.2,3407,389,0.06,1263,2023-07-28,Denver
493,Туалетная вода,Парфюмерия,280.83,2.6,4986,554,0.43,1683,2024-03-09,Harrisburg
494,Парфюмерное масло,Парфюмерия,316.26,2.3,3093,882,0.25,839,2024-06-05,Albany
495,Туалетная вода,Парфюмерия,316.19,3.3,3062,594,0.31,499,2023-07-20,Charleston
496,Парфюмерное масло,Парфюмерия,101.59,1.1,2378,900,0.18,1424,2024-03-07,Minneapolis
497,Парфюмерная вода,Парфюмерия,369.02,2.6,887,58,0.18,49,2024-05-24,Wichita
498,Туалетная вода,Парфюмерия,172.9,1.2,2606,678,0.47,1164,2024-03-20,Harrisburg
499,Туалетная вода,Парфюмерия,369.41,1.5,3474,127,0.38,759,2024-05-14,Detroit
500,Парфюмерное масло,Парфюмерия,145.4,2.7,4664,391,0.03,1692,2023-11-23,New Orleans
501,Парфюмерная вода,Парфюмерия,60.53,3.2,1341,680,0.37,1497,2023-11-06,Little Rock
502,Парфюмерная вода,Парфюмерия,204.83,2.1,4873,97,0.24,207,2024-06-10,Austin
503,Парфюмерное масло,Парфюмерия,279.31,3.8,153,938,0.3,218,2024-01-07,Raleigh
504,Спрей для тела,Парфюмерия,476.2,2.2,2195,107,0.23,1506,2023-07-26,Denton
505,Туалетная вода,Парфюмерия,324.4,3.8,1742,282,0.34,480,2023-06-26,Tulsa
506,Парфюмерное масло,Парфюмерия,295.94,3.1,2555,257,0.43,1088,2024-03-21,San Jose
507,Туалетная вода,Парфюмерия,230.05,3.4,4757,946,0.44,890,2023-10-08,Phoenix
508,Туалетная вода,Парфюмерия,316.35,2.5,283,448,0.01,1091,2024-06-05,Mesa
509,Парфюмерная вода,Парфюмерия,275.58,4.8,3491,72,0.42,617,2023-08-29,St. Louis
510,Туалетная вода,Парфюмерия,488.73,1.4,369,794,0.22,1442,2023-10-12,San Diego
511,Спрей для тела,Парфюмерия,51.31,4.2,4462,270,0.41,378,2024-03-31,New York
512,Спрей для тела,Парфюмерия,14.44,3.4,3856,42,0.32,169,2023-11-13,Des Moines
513,Парфюмерная вода,Парфюмерия,54.78,1.8,150,110,0.37,1070,2024-04-10,Knoxville
514,Парфюмерная вода,Парфюмерия,115.06,2.1,4897,295,0.18,945,2023-07-30,Virginia Beach
515,Туалетная вода,Парфюмерия,302.58,3.4,1629,303,0.17,1361,2024-05-05,Dayton
516,Спрей для тела,Парфюмерия,413.26,4.7,3757,386,0.31,832,2024-03-13,Grand Rapids
517,Туалетная вода,Парфюмерия,152.83,4.1,2556,389,0.4,294,2023-09-02,Seattle
518,Парфюмерная вода,Парфюмерия,448.72,3.7,4663,186,0.23,444,2024-04-15,Bronx
519,Спрей для тела,Парфюмерия,322.6,4.3,679,419,0.27,1642,2024-05-06,Memphis
520,Спрей для тела,Парфюмерия,41.36,4.3,2559,138,0.3,1228,2023-09-26,Charlotte
521,Белое вино,Вино,256.29,1.2,4917,87,0.46,1230,2024-02-04,Cape Coral
522,Розовое вино,Вино,359.35,1.0,120,384,0.46,1364,2024-01-31,Columbia
523,Красное вино,Вино,100.97,3.7,2668,302,0.34,802,2024-04-04,Louisville
524,Красное вино,Вино,161.81,2.0,2359,745,0.27,276,2024-04-12,Minneapolis
525,Розовое вино,Вино,47.55,4.5,2591,566,0.48,1571,2024-02-23,Charleston
526,Белое вино,Вино,193.02,2.1,2895,96,0.16,828,2024-01-27,Charleston
527,Белое вино,Вино,281.15,3.0,661,424,0.43,1449,2024-03-17,Queens
528,Красное вино,Вино,178.94,2.8,2942,725,0.15,1262,2023-12-30,Reno
529,Розовое вино,Вино,97.83,3.8,4590,623,0.06,1424,2023-10-09,Columbia
530,Игристое вино,Вино,432.86,3.1,3089,605,0.08,288,2023-11-16,Omaha
531,Белое вино,Вино,91.22,4.6,4729,649,0.32,114,2024-01-02,Little Rock
532,Красное вино,Вино,113.83,2.2,2294,558,0.2,146,2024-02-15,Kansas City
533,Розовое вино,Вино,377.2,3.3,2410,508,0.21,1312,2024-05-24,Tucson
534,Розовое вино,Вино,351.25,3.8,448,924,0.25,1522,2024-01-23,Portland
535,Белое вино,Вино,291.95,1.1,238,204,0.35,244,2023-07-28,Denton
536,Красное вино,Вино,175.23,1.6,4166,268,0.2,304,2024-06-05,Provo
537,Белое вино,Вино,258.82,2.7,1776,573,0.4,1560,2023-10-05,Concord
538,Красное вино,Вино,209.98,4.5,2463,793,0.13,24,2023-08-07,Colorado Springs
539,Игристое вино,Вино,351.66,4.0,504,597,0.42,498,2023-06-14,Spokane
540,Розовое вино,Вино,149.9,3.1,3484,338,0.41,1960,2023-09-15,Bonita Springs
541,Розовое вино,Вино,16.55,2.6,2104,231,0.01,383,2024-04-25,Pittsburgh
542,Белое вино,Вино,42.82,4.5,2763,750,0.27,291,2023-07-13,Little Rock
543,Игристое вино,Вино,277.34,4.9,4177,833,0.26,334,2024-05-23,Milwaukee
544,Игристое вино,Вино,471.85,1.2,2370,850,0.04,205,2023-07-28,Rochester
545,Игристое вино,Вино,43.67,2.5,2890,121,0.17,95,2023-07-01,Tucson
546,Белое вино,Вино,116.66,3.6,670,123,0.05,1527,2023-11-18,Pittsburgh
547,Игристое вино,Вино,42.57,4.1,249,313,0.39,1452,2023-07-30,Chicago
548,Розовое вино,Вино,341.96,4.0,3426,484,0.1,43,2024-05-14,Sacramento
549,Розовое вино,Вино,93.24,1.8,219,901,0.37,400,2023-11-10,Bonita Springs
550,Розовое вино,Вино,302.61,3.6,803,489,0.29,1493,2024-04-11,Charleston
551,Белое вино,Вино,160.38,2.7,53,527,0.1,1082,2023-08-04,Oklahoma City
552,Игристое вино,Вино,303.89,4.4,2781,715,0.36,394,2023-11-18,Port St. Lucie
553,Игристое вино,Вино,47.72,3.8,370,857,0.23,1341,2023-11-01,Bakersfield
554,Красное вино,Вино,143.25,3.8,4334,194,0.47,1245,2024-04-12,Bronx
555,Красное вино,Вино,269.07,4.3,3988,377,0.14,922,2023-06-22,Ogden
556,Розовое вино,Вино,139.67,3.6,974,206,0.39,1814,2023-07-22,Oklahoma City
557,Игристое вино,Вино,53.31,3.8,203,160,0.22,768,2023-12-30,Cincinnati
558,Розовое вино,Вино,139.36,2.7,607,674,0.41,827,2024-02-13,Concord
559,Белое вино,Вино,336.76,2.3,2103,365,0.44,1767,2023-10-01,Omaha
560,Красное вино,Вино,223.85,3.7,2378,992,0.29,1791,2024-05-05,Detroit
561,Носки до колена,Носки,415.06,4.6,956,798,0.4,572,2023-07-01,Oakland
562,Носки до щиколотки,Носки,289.87,2.2,2828,880,0.48,458,2023-12-08,Tulsa
563,Шерстяные носки,Носки,394.03,3.3,4603,303,0.16,597,2023-12-29,Salt Lake City
564,Носки до щиколотки,Носки,384.53,3.5,991,355,0.02,206,2023-09-30,Jacksonville
565,Носки до щиколотки,Носки,12.62,4.8,4804,852,0.2,338,2024-05-18,Fresno
566,Носки до колена,Носки,495.43,4.0,2730,449,0.35,938,2024-01-11,Mesa
567,Носки до колена,Носки,289.05,4.5,650,621,0.19,539,2023-11-28,Buffalo
568,Носки до щиколотки,Носки,113.7,5.0,2827,561,0.32,1136,2023-12-25,Pittsburgh
569,Носки до колена,Носки,470.57,3.0,4383,906,0.42,1178,2024-04-18,Colorado Springs
570,Хлопковые носки,Носки,192.83,4.8,2324,939,0.25,1448,2024-04-14,New Haven
571,Носки до щиколотки,Носки,487.38,1.3,917,850,0.37,838,2023-09-26,Reno
572,Шерстяные носки,Носки,97.88,3.8,1749,753,0.33,92,2024-01-22,Las Vegas
573,Хлопковые носки,Носки,19.38,4.1,374,58,0.35,779,2023-08-21,St. Louis
574,Хлопковые носки,Носки,345.99,4.6,3255,89,0.2,972,2023-07-26,Spokane
